Model	Treatment	Treatment target	Treatment type	BestResponse	Day_BestResponse	BestAvgResponse	Day_BestAvgResponse	TimeToDouble	Day_Last	ResponseCategory
X-3746	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-55.8	45	-34.9	63	90.3	98	PR-->-->PD
X-3746	TAS266	DR5	single	203.4	22	23.2	13	13.9	22	PD
X-3746	untreated	"UNKNOWN,Untreated"	single	686.5	22	121.7	13	6.5	22	PD
X-3773	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	125.2	20	21	14	16.6	43	PD
X-3773	BKM120 + encorafenib	"panPI3K,BRAF,BRAF,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	47.2	21	10	12	35.3	44	PD
X-3773	CGM097	MDM2	single	-33.8	9	-26.3	13	40.2	43	SD-->PD
X-3773	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-10.2	128	7	12	180	180	SD-->PD
X-3773	dacarbazine	chemotherapy	single	9.2	10	6.4	14	130	130	SD-->PD
X-3773	LDE225	SMO	single	90.8	20	29.1	13	21.2	36	PD
X-3773	LDK378	ALK	single	14.7	13	16.4	13	13	13	SD
X-3773	LEE011	"CDK4,CDK6,CDK4/6"	single	67.9	21	8.7	14	23.1	43	PD
X-3773	LEE011 + encorafenib	"CDK4/6,BRAF,BRAF,CDK4,CDK6"	combo	62	21	15	12	37.1	44	PD
X-3773	LEE011 + binimetinib	"CDK4,CDK6,MAP2K1,MAP2K2,CDK4/6,MAPK"	combo	5.3	153	13	11	167	167	SD-->PD
X-3773	WNT974	PORCN	single	114.5	22	38.3	13	17.6	42	PD
X-3773	LGW813	IAP	single	66.9	20	0.5	14	27.1	43	PD
X-3773	encorafenib	BRAF	single	-22	13	1.7	13	29	43	SD-->PD
X-3773	encorafenib + binimetinib	"BRAF,MAP2K1,MAP2K2,MAPK"	combo	6.9	13	6.8	13	37	39	SD-->PD
X-3773	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-23.1	14	-8.1	17	23	43	SD-->PD
X-3773	TAS266	DR5	single	-28.2	13	-17	13	24.9	43	SD-->PD
X-3773	untreated	"UNKNOWN,Untreated"	single	92.9	20	18.3	12	21.2	43	PD
X-3782	abraxane	Tubulin	single	-7.7	20	14.4	13	24.3	50	SD-->PD
X-3782	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	64.7	24	35.2	14	45.3	56	PD
X-3782	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-71.4	113	-24.5	22	116	116	PR-->PD
X-3782	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-0.6	10	-1.8	13	31	31	SD-->PD
X-3782	figitumumab	IGF1R	single	102.9	20	43.1	13	14	34	PD
X-3782	figitumumab + binimetinib	"IGF1R,MAPK"	combo	53.7	25	13.7	11	31.4	46	PD
X-3782	gemcitabine-50mpk	chemotherapy	single	131.8	24	35.5	14	17.4	35	PD
X-3782	INC424	JAK	single	181.8	21	55.8	18	13.6	31	PD
X-3782	LEE011	"CDK4,CDK6,CDK4/6"	single	-5	20	11.2	13	22.8	78	SD-->PD
X-3782	WNT974	PORCN	single	167.9	16	79.1	13	7.1	16	PD
X-3782	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-85.6	35	-11	35	35	35	SD
X-3782	binimetinib-3.5mpk	MAPK	single	-100	77	-53.2	98	98	98	CR
X-3782	trametinib	MAPK	single	-39.7	51	-27.1	51	51	51	SD
X-3782	untreated	"UNKNOWN,Untreated"	single	150.6	20	27.3	14	16.9	37	PD
X-3792	5FU	chemotherapy	single	74.3	21	41.1	14	27	27	PD
X-3792	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	67.8	25	16.1	11	14	27	PD
X-3792	BKM120 + LJC049	"panPI3K,TNKS"	combo	121	16	42.7	13	15	16	PD
X-3792	BYL719	PIK3CA	single	-14.8	11	2.2	11	32	32	SD-->PD
X-3792	BYL719 + cetuximab	"PIK3CA,EGFR"	combo	110.3	24	38.7	14	18	31	PD
X-3792	BYL719 + cetuximab + encorafenib	"PIK3CA,EGFR,BRAF"	combo	138.9	24	25.3	14	18.8	31	PD
X-3792	BYL719 + encorafenib	"PIK3CA,BRAF"	combo	77.6	16	7.3	13	16	16	PD
X-3792	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-28.5	11	-19.3	11	41	41	SD-->PD
X-3792	BYL719 + binimetinib	"PIK3CA,MAPK"	combo	95.8	28	8.4	13	18	28	PD
X-3792	cetuximab	EGFR	single	107.6	14	31	11	13.2	14	PD
X-3792	cetuximab + encorafenib	"EGFR,BRAF"	combo	66.5	22	23.8	11	32.6	39	PD
X-3792	CGM097	MDM2	single	26.4	21	-5.4	11	40	41	SD-->PD
X-3792	CKX620	MAPK	single	61.4	20	6.8	14	27	27	PD
X-3792	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	22.6	16	22.8	16	35	35	SD-->PD
X-3792	HDM201	MDM2	single	72.6	20	54.3	14	21.4	27	PD
X-3792	LEE011	"CDK4,CDK6,CDK4/6"	single	74.4	25	19.8	11	28	28	PD
X-3792	encorafenib	BRAF	single	727.1	21	188.9	11	4	21	PD
X-3792	LJC049	TNKS	single	197.8	21	33.9	14	16.6	27	PD
X-3792	LKA136	"NTRK1,NTRK2,NTRK3"	single	72.2	21	17	14	22.1	27	PD
X-3792	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	195.6	25	53.1	11	9.7	28	PD
X-3792	untreated	"UNKNOWN,Untreated"	single	527.7	21	121.8	14	7.3	28	PD
X-3792	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	52.6	20	6.78	13	26.67170626	37	PD
X-3800	abraxane	Tubulin	single	250.6	21	57.2	11	12.6	21	PD
X-3800	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	-82.9	97	-38	97	97	97	PR
X-3800	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-2.4	29	17.7	12	49	54	SD
X-3800	BKM120 + LDE225	"panPI3K,SMO"	combo	-79.1	25	-46.6	33	33	33	PR
X-3800	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-100	106	-68.8	106	106	106	CR
X-3800	BYL719	PIK3CA	single	-12.3	25	-0.2	31	62.3	95	SD-->PD
X-3800	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	5	11	5.7	14	43.1	55	SD-->PD
X-3800	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-45.6	17	-28	63	136	136	SD-->-->PD
X-3800	HDM201	MDM2	single	-47	42	-28.7	48	111.9	140	SD-->PD
X-3800	figitumumab	IGF1R	single	149.4	21	16.1	11	15.6	35	PD
X-3800	figitumumab + binimetinib	"IGF1R,MAPK"	combo	57.1	24	60.5	14	8	49	PD
X-3800	gemcitabine-50mpk	chemotherapy	single	-44.9	91	-0.8	94	94	94	SD
X-3800	INC424	JAK	single	67.5	22	17.4	14	32.3	66	PD
X-3800	INC424 + binimetinib	"JAK,MAPK"	combo	-71.9	98	-33	102	102	102	PR
X-3800	LEE011	"CDK4,CDK6,CDK4/6"	single	-67.6	70	-29.5	95	95	95	PR
X-3800	WNT974	PORCN	single	-18.8	9	-3.4	12	65	65	SD-->PD
X-3800	LKA136	"NTRK1,NTRK2,NTRK3"	single	157.7	22	32	11	12.8	32	PD
X-3800	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-66	42	-31.9	42	42	42	PR
X-3800	trametinib	MAPK	single	-47.6	74	-25	91	91	91	SD
X-3800	untreated	"UNKNOWN,Untreated"	single	114	21	30.9	14	13.6	52	PD
X-3816	abraxane	Tubulin	single	66	20	7.3	11	25.1	60	PD
X-3816	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	-8.4	66	24.2	69	69	69	SD
X-3816	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	115.7	21	15	13	20.4	31	PD
X-3816	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	33.3	46	39.5	11	84	84	PD
X-3816	BYL719	PIK3CA	single	5.9	9	3.4	13	27.8	51	SD-->PD
X-3816	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-16	9	-8.1	13	27.5	48	SD-->PD
X-3816	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-3.5	9	0.5	13	25.8	48	SD-->PD
X-3816	HDM201	MDM2	single	183.3	20	38.4	13	14.3	30	PD
X-3816	figitumumab	IGF1R	single	436.7	22	76.7	12	7	29	PD
X-3816	figitumumab + binimetinib	"IGF1R,MAPK"	combo	61.4	21	2.9	13	31	31	PD
X-3816	gemcitabine-50mpk	chemotherapy	single	47.4	25	18.5	14	54.4	81	PD
X-3816	INC424	JAK	single	106.1	21	17.4	11	20.6	64	PD
X-3816	INC424 + binimetinib	"JAK,MAPK"	combo	3.5	16	2.5	12	82.4	100	SD-->PD
X-3816	LEE011	"CDK4,CDK6,CDK4/6"	single	240.8	22	57.4	12	8.8	43	PD
X-3816	WNT974	PORCN	single	469	27	101.1	12	4.5	30	PD
X-3816	LKA136	"NTRK1,NTRK2,NTRK3"	single	94.8	20	45.3	13	12.5	44	PD
X-3816	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	20.3	25	16.6	11	28	28	SD
X-3816	binimetinib-3.5mpk	MAPK	single	23	21	-6.9	11	39.7	63	SD-->PD
X-3816	trametinib	MAPK	single	-9.3	26	29.1	47	5	47	SD
X-3816	untreated	"UNKNOWN,Untreated"	single	122.2	20	17.4	11	18.7	35	PD
X-3843	BGJ398	FGFR	single	45.7	21	29	16	24.3	27	PD
X-3843	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	119.2	20	47	13	12.6	56	PD
X-3843	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	73.3	20	29.7	13	23	50	PD
X-3843	BYL719	PIK3CA	single	12.5	16	-0.4	16	45	70	SD-->PD
X-3843	BYL719 + LGH447	"PIK3CA,PIM"	combo	-18.9	15	12.1	15	91	91	SD
X-3843	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-2.5	51	14.8	54	54	54	SD
X-3843	cetuximab	EGFR	single	421.1	20	107.3	13	6.8	20	PD
X-3843	CGM097	MDM2	single	244	23	40.3	11	13.2	29	PD
X-3843	CKX620	MAPK	single	194	13	108.4	13	6	13	PD
X-3843	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	8.5	29	18.6	13	82.5	104	SD-->PD
X-3843	HDM201	MDM2	single	149.8	20	59.4	13	14.6	20	PD
X-3843	erlotinib	EGFR	single	322	23	80	11	7.6	29	PD
X-3843	HSP990	HSP90	single	18.3	11	-5.1	11	21.7	74	SD-->PD
X-3843	INC280	MET	single	205.7	20	65.8	13	10.8	20	PD
X-3843	LCL161 + paclitaxel	"BIRC2,TUBB,Tubulin"	combo	-42.9	14	-27.9	14	30.7	41	SD-->PD
X-3843	LEE011	"CDK4,CDK6,CDK4/6"	single	-9.7	30	-3	36	57.2	91	SD-->PD
X-3843	LGH447	PIM	single	243.9	20	71.1	13	9.2	20	PD
X-3843	LLM871	FGFR2/4	single	26.7	11	-2.5	11	23	36	SD-->PD
X-3843	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	94.4	20	23.5	13	26.5	50	PD
X-3843	paclitaxel	Tubulin	single	89.9	27	7.4	11	27.9	54	PD
X-3843	untreated	"UNKNOWN,Untreated"	single	395.5	18	77.1	11	6.9	18	PD
X-3843	LFW527 + binimetinib	"IGF1R,MAP2K1,MAP2K2"	combo	116.2	21	16.42	15	19.50920245	36	PD
X-3846	abraxane	Tubulin	single	201.2	21	21.5	13	13.3	24	PD
X-3846	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	-36.6	34	-19.9	34	68	68	SD-->PD
X-3846	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-37.5	14	-18.9	18	39.4	50	SD-->PD
X-3846	BKM120 + LDE225	"panPI3K,SMO"	combo	-48.1	126	-1.9	63	132	132	SD-->-->PD
X-3846	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-44.8	53	-14.2	53	53	53	SD
X-3846	BYL719	PIK3CA	single	6.6	21	4.8	14	37.2	77	SD-->PD
X-3846	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	7.8	20	5.5	12	66.3	97	SD-->PD
X-3846	HDM201	MDM2	single	214.3	21	37.7	14	13.4	31	PD
X-3846	figitumumab	IGF1R	single	259.7	20	58.1	14	15.2	27	PD
X-3846	figitumumab + binimetinib	"IGF1R,MAPK"	combo	52	21	39.6	11	13	39	PD
X-3846	gemcitabine-50mpk	chemotherapy	single	39.6	21	28.1	14	33.4	53	PD
X-3846	INC424	JAK	single	124.8	21	26.6	11	18.1	31	PD
X-3846	INC424 + binimetinib	"JAK,MAPK"	combo	257.1	62	28.1	11	15.8	80	PD
X-3846	WNT974	PORCN	single	39.3	30	11.2	12	32.5	57	PD
X-3846	LKA136	"NTRK1,NTRK2,NTRK3"	single	61.6	21	16.2	14	24.4	32	PD
X-3846	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-57	14	-32.2	26	93.5	96	PR-->PD
X-3846	binimetinib-3.5mpk	MAPK	single	48.9	22	-2	11	15.8	50	PD
X-3846	trametinib	MAPK	single	-55.7	11	-36.5	18	39.6	47	PR-->PD
X-3846	untreated	"UNKNOWN,Untreated"	single	224.9	21	44.7	13	12	37	PD
X-3851	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	73.9	20	15.5	13	22.5	25	PD
X-3851	BKM120 + encorafenib	"panPI3K,BRAF,BRAF,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	215.4	24	-2.3	11	19.5	31	PD
X-3851	CGM097	MDM2	single	269.7	23	39	12	16.8	26	PD
X-3851	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-12.7	16	-0.8	16	30.9	38	SD-->PD
X-3851	dacarbazine	chemotherapy	single	-90.9	80	-54.9	104	140.8	141	PR-->-->PD
X-3851	LDE225	SMO	single	156.3	21	33.7	15	16.3	28	PD
X-3851	LDK378	ALK	single	63.9	21	33.9	15	27.6	28	PD
X-3851	LEE011	"CDK4,CDK6,CDK4/6"	single	29.9	19	23.2	12	26	26	SD
X-3851	LEE011 + encorafenib	"CDK4/6,BRAF,BRAF,CDK4,CDK6"	combo	-65.8	105	-37.3	108	139.5	142	PR-->-->PD
X-3851	LEE011 + binimetinib	"CDK4,CDK6,MAP2K1,MAP2K2,CDK4/6,MAPK"	combo	-24.2	93	10.6	121	142	142	SD-->PD
X-3851	WNT974	PORCN	single	120	21	25.9	15	18.5	28	PD
X-3851	LGW813	IAP	single	477.4	21	103	13	6.3	27	PD
X-3851	encorafenib	BRAF	single	216.1	26	49.7	12	10.8	26	PD
X-3851	encorafenib + binimetinib	"BRAF,MAP2K1,MAP2K2,MAPK"	combo	254.5	25	40.7	11	10	25	PD
X-3851	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-19.1	9	0.5	13	20.9	28	SD-->PD
X-3851	TAS266	DR5	single	159.2	26	47.8	12	10.2	26	PD
X-3851	untreated	"UNKNOWN,Untreated"	single	212.2	23	22.8	12	15.7	26	PD
X-3873	BGJ398	FGFR	single	154.6	21	44.9	14	16.4	42	PD
X-3873	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-45.7	11	-30.1	14	14	14	SD
X-3873	BYL719	PIK3CA	single	66.6	21	-1.5	14	29.7	49	PD
X-3873	BYL719 + LEE011	"PIK3CA,CDK4/6"	combo	-51.1	10	-29.6	10	10	10	PR
X-3873	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-64.7	50	-35.1	50	50	50	PR
X-3873	CGM097	MDM2	single	9.4	11	2.2	11	14	14	SD
X-3873	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-93.7	56	-70	88	88	88	PR
X-3873	HDM201	MDM2	single	138.3	26	33.1	11	19.9	39	PD
X-3873	INC424	JAK	single	0.2	15	-1	15	35	35	SD
X-3873	LEE011	"CDK4,CDK6,CDK4/6"	single	16.3	15	6.3	15	28	28	SD
X-3873	LEE011 + everolimus	"CDK4,CDK6,MTOR,CDK4/6"	combo	-85.5	80	-61.1	91	91	91	PR
X-3873	LFA102	PRLR 	single	320.9	14	143.6	14	7	14	PD
X-3873	LJM716	ERBB3	single	-9.3	10	-3.7	14	34	70	SD-->PD
X-3873	LJM716 + trastuzumab	"ERBB3,ERBB2"	combo	-6.7	22	-3.9	24	31	31	SD
X-3873	LKA136	"NTRK1,NTRK2,NTRK3"	single	136.9	20	18.6	13	17.2	34	PD
X-3873	LLM871	FGFR2/4	single	26.7	17	3.9	17	36.6	70	SD-->PD
X-3873	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-15.7	24	-1	42	60.6	70	SD-->PD
X-3873	paclitaxel	Tubulin	single	-62.4	49	-33.9	63	70	70	PR
X-3873	tamoxifen	ESR1	single	102.8	21	35.3	14	20.6	49	PD
X-3873	trastuzumab	ERBB2	single	553.3	22	91.2	13	8.4	22	PD
X-3873	untreated	"UNKNOWN,Untreated"	single	9.8	10	6.5	14	136	136	SD-->PD
X-3873	LFW527 + everolimus	"IGF1R,MTOR"	combo	-25.3	80	14.428	87	98	98	SD-->-->PD
X-3880	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	4.1	41	17.5	17	46	46	SD-->PD
X-3880	BKM120 + encorafenib	"panPI3K,BRAF,BRAF,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-5.8	17	6.9	17	43	43	SD-->PD
X-3880	CGM097	MDM2	single	128.3	20	71.3	13	10.5	24	PD
X-3880	dacarbazine	chemotherapy	single	153.4	22	78	12	9.2	22	PD
X-3880	LDE225	SMO	single	28.6	7	7.4	7	7	7	SD
X-3880	LDK378	ALK	single	212.6	21	89.9	14	7.7	21	PD
X-3880	LEE011	"CDK4,CDK6,CDK4/6"	single	44.8	20	23.5	13	24	24	PD
X-3880	LEE011 + encorafenib	"CDK4/6,BRAF,BRAF,CDK4,CDK6"	combo	24.7	17	25.2	17	21	21	SD
X-3880	WNT974	PORCN	single	91.8	21	25.2	14	21	21	PD
X-3880	LGW813	IAP	single	73.2	20	13.2	13	23	24	PD
X-3880	encorafenib	BRAF	single	63.5	20	36.6	13	24	24	PD
X-3880	encorafenib + binimetinib	"BRAF,MAP2K1,MAP2K2,MAPK"	combo	-17.8	28	-8.5	14	87	87	SD-->PD
X-3880	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-84.9	80	-61.2	164	255.7	262	PR-->-->PD
X-3880	TAS266	DR5	single	229	20	124	13	4.5	27	PD
X-3880	untreated	"UNKNOWN,Untreated"	single	556.8	21	128.7	13	5.4	21	PD
X-3898	abraxane	Tubulin	single	146.2	20	20.6	12	14.2	40	PD
X-3898	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	61.8	23	26.1	14	27	27	PD
X-3898	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	-1	18	10.7	11	46.6	48	SD-->PD
X-3898	BKM120 + LDE225	"panPI3K,SMO"	combo	-64.9	113	-24.2	113	113	113	PR
X-3898	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	64.4	34	52.1	13	18.9	93	PD
X-3898	BYL719	PIK3CA	single	6.6	12	4.8	12	18	18	SD
X-3898	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	51.2	21	4.7	14	41	41	PD
X-3898	HDM201	MDM2	single	291.1	26	53.8	13	9.8	26	PD
X-3898	figitumumab	IGF1R	single	19.5	15	8.3	12	30.7	55	SD-->PD
X-3898	figitumumab + binimetinib	"IGF1R,MAPK"	combo	147.4	29	47.8	13	11.6	29	PD
X-3898	gemcitabine-50mpk	chemotherapy	single	23.6	17	14.5	14	58.9	109	SD-->PD
X-3898	INC424	JAK	single	184	24	43.8	13	14.7	45	PD
X-3898	INC424 + binimetinib	"JAK,MAPK"	combo	-15.4	14	-6.9	18	84	84	SD-->PD
X-3898	LEE011	"CDK4,CDK6,CDK4/6"	single	-17.4	53	55	80	8	97	PD
X-3898	WNT974	PORCN	single	224.5	22	32.3	13	19.4	27	PD
X-3898	LKA136	"NTRK1,NTRK2,NTRK3"	single	85.3	21	16.7	14	22.1	38	PD
X-3898	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	146.3	58	90.5	13	7.5	58	PD
X-3898	binimetinib-3.5mpk	MAPK	single	294.6	29	114.9	12	4	33	PD
X-3898	trametinib	MAPK	single	-5.7	39	7.4	11	55.3	61	SD-->PD
X-3898	untreated	"UNKNOWN,Untreated"	single	255.4	22	61.6	13	8.8	27	PD
X-3947	abraxane	Tubulin	single	-58.8	10	-27.5	13	33.9	45	PR-->PD
X-3947	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	-48.9	79	-1.4	94	94	94	SD
X-3947	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	389.9	22	121.1	12	5.2	26	PD
X-3947	BKM120 + LDE225	"panPI3K,SMO"	combo	162.7	21	31	11	16.9	42	PD
X-3947	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-43.3	42	-28.2	42	42	42	SD
X-3947	BYL719	PIK3CA	single	564.5	20	92	13	6.8	20	PD
X-3947	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	430.9	20	110.2	13	6.5	22	PD
X-3947	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	299.1	20	55.6	13	10.8	37	PD
X-3947	HDM201	MDM2	single	399	20	51.9	13	10.5	20	PD
X-3947	figitumumab	IGF1R	single	527.2	19	134	14	6.2	19	PD
X-3947	figitumumab + binimetinib	"IGF1R,MAPK"	combo	286.6	21	135.5	14	5.7	28	PD
X-3947	gemcitabine-50mpk	chemotherapy	single	-59.5	69	-9.6	82	82	82	SD
X-3947	INC424	JAK	single	97.4	21	8.7	11	21.4	39	PD
X-3947	INC424 + binimetinib	"JAK,MAPK"	combo	4.1	18	2.8	11	84	84	SD-->PD
X-3947	LEE011	"CDK4,CDK6,CDK4/6"	single	219.4	12	88.6	12	8.5	12	PD
X-3947	WNT974	PORCN	single	206.9	7	92.3	7	3.9	7	PD
X-3947	LKA136	"NTRK1,NTRK2,NTRK3"	single	308.7	20	51.2	13	11	25	PD
X-3947	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	28.4	26	32	13	29	163	PD
X-3947	binimetinib-3.5mpk	MAPK	single	546.7	16	120.3	13	4.1	16	PD
X-3947	trametinib	MAPK	single	82.5	32	37.5	11	23.9	41	PD
X-3947	untreated	"UNKNOWN,Untreated"	single	356.2	20	73.9	13	5.9	21	PD
X-3990	abraxane	Tubulin	single	346	21	57.4	11	10.9	21	PD
X-3990	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	46.4	6	17.9	6	6	6	PD
X-3990	BKM120	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	254.1	21	76.6	11	6.6	28	PD
X-3990	BKM120 + LDE225	"panPI3K,SMO"	combo	-29.8	49	-7.6	49	49	49	SD
X-3990	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	-55.8	94	-27.7	94	94	94	PR
X-3990	BYL719	PIK3CA	single	-13.4	17	-6.7	17	43	62	SD-->PD
X-3990	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	130.5	22	31.5	11	14.6	35	PD
X-3990	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	19.7	11	11.2	11	68.3	97	SD-->PD
X-3990	HDM201	MDM2	single	205.9	21	28.8	11	12.4	35	PD
X-3990	figitumumab	IGF1R	single	307.6	15	122.7	12	4.2	15	PD
X-3990	figitumumab + binimetinib	"IGF1R,MAPK"	combo	247	21	121.9	11	4.5	25	PD
X-3990	gemcitabine-50mpk	chemotherapy	single	-100	50	-55	88	6.7	88	CR
X-3990	INC424	JAK	single	66.7	20	24.1	11	27.9	45	PD
X-3990	INC424 + binimetinib	"JAK,MAPK"	combo	39.3	24	51.3	17	28.6	91	PD
X-3990	LEE011	"CDK4,CDK6,CDK4/6"	single	209.1	22	101.5	12	5	36	PD
X-3990	WNT974	PORCN	single	322.7	23	30.8	13	12	29	PD
X-3990	LKA136	"NTRK1,NTRK2,NTRK3"	single	293.1	21	63.9	14	8.4	26	PD
X-3990	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	4	3	2	3	3	3	SD
X-3990	binimetinib-3.5mpk	MAPK	single	161.9	21	99.1	14	4	28	PD
X-3990	trametinib	MAPK	single	-25.7	25	-7.8	25	92	92	SD-->PD
X-3990	untreated	"UNKNOWN,Untreated"	single	226.3	21	35.1	11	10.7	42	PD
X-4015	abraxane	Tubulin	single	298.4	15	96.3	12	8.3	15	PD
X-4015	abraxane + gemcitabine	"Tubulin,chemotherapy"	combo	-79.7	83	-42.7	97	97	97	PR
X-4015	BKM120 + LDE225	"panPI3K,SMO"	combo	73.3	20	32.8	13	29.8	71	PD
X-4015	BKM120 + binimetinib	"panPI3K,MAPK,MAP2K1,MAP2K2,PIK3CA,PIK3CB,PIK3CG,PIK3CD"	combo	79.1	27	34.2	13	28.4	71	PD
X-4015	BYL719	PIK3CA	single	12.1	10	5.1	14	31.5	62	SD-->PD
X-4015	BYL719 + LJM716	"PIK3CA,ERBB3,ERBB3,PIK3CA"	combo	-11	72	13.8	13	97	97	SD-->PD
X-4015	CLR457	"PIK3CA,PIK3CB,PIK3CG,PIK3CD,panPI3K"	single	111.9	21	49.4	14	15.1	52	PD
X-4015	HDM201	MDM2	single	-11	10	-4.7	14	42	42	SD-->PD
X-4015	figitumumab	IGF1R	single	514.6	22	87	12	5.9	22	PD
X-4015	figitumumab + binimetinib	"IGF1R,MAPK"	combo	95.3	20	46.6	12	20.6	33	PD
X-4015	gemcitabine-50mpk	chemotherapy	single	-57.7	58	-26.2	90	90	90	PR
X-4015	INC424	JAK	single	260.9	21	71.6	14	9.4	35	PD
X-4015	INC424 + binimetinib	"JAK,MAPK"	combo	-14.8	14	-4.2	14	43.2	70	SD-->PD
X-4015	WNT974	PORCN	single	272.7	20	95.3	12	7.5	28	PD
X-4015	LKA136	"NTRK1,NTRK2,NTRK3"	single	314.9	22	53.8	11	10.8	25	PD
X-4015	binimetinib	"MAP2K1,MAP2K2,MAPK"	single	-33.2	89	-5.6	43	89	89	SD-->-->PD
X-4015	untreated	"UNKNOWN,Untreated"	single	250.2	22	34.1	11	11.3	24	PD
